Autor,Citas,Fecha,Link,Titulo
"A Rodríguez Sánchez, LM Rivero González… , Revista Cubana de …, 2023 , scielo.sld.cu",0,2023,http://scielo.sld.cu/scielo.php?pid=S2307-21132023000100026&script=sci_arttext,Análisis de sentimientos y tópicos sobre las vacunas cubanas Soberana 02 y Abdala en Twitter
"DJ Díaz García,, ,C Boj, , 2019 , repositori.uji.es",0,2019,https://repositori.uji.es/xmlui/bitstream/handle/10234/183727/65877.pdf?sequence=1,Prácticas artísticas en la época del dataceno. Data Biography: rastros digitales para la exploración biográfica de la identidad personal
"G Vélez Cuartas,, ,A Uribe,Tirado,… , Palabra …, 2019 , SciELO Argentina",20,2019,http://www.scielo.org.ar/pdf/pacla/v8n2/1853-9912-pacla-8-02-11-12.pdf,Hacia un modelo de medición de la ciencia desde el Sur Global: métricas responsables
"T Seibert , cdsa.aacademica.org",0,Null,https://cdsa.aacademica.org/000-074/56.pdf,democracia? Un análisis partiendo del macrismo
"HC Gómez, , gobierno.udd.cl",0,Null,https://gobierno.udd.cl/cpp/files/2021/05/An%C3%A1lisis-n%C2%BA41.pdf,Violencia Intrafamiliar contra la Mujer: Distribución Territorial y Espacial en el Gran Santiago
"C Gaviria Castaño , 2023 , bibliotecadigital.udea.edu.co",0,2023,https://bibliotecadigital.udea.edu.co/bitstream/10495/36703/8/GaviriaCynthia_2023_BuscadorSemanticoCovid.pdf,Buscador semántico para facilitar la detección de los artículos más importantes para el campo de la medicina respecto al COVID
"I Siles,, ,J Espinoza Rojas,, A Méndez Marenco , Palabra Clave, 2019 , scielo.org.co",23,2019,http://www.scielo.org.co/scielo.php?pid=S0122-82852019000100002&script=sci_arttext,La investigación sobre tecnología de la comunicación en América Latina: un análisis crítico de la literatura (2005-2015)
"E Chavarría,Mora, , Anuario Centro de Investigación y Estudios …, 2023 , revistas.ucr.ac.cr",0,2023,https://revistas.ucr.ac.cr/index.php/ciep/article/download/54481/56405,Análisis computacional del uso de Twitter durante los debates presidenciales del 2022 en Costa Rica
"P Palacios,, ,D García, , 2021 , kops.uni,konstanz.de",0,2021,https://kops.uni-konstanz.de/bitstream/handle/123456789/59972/Papacios_2-1a0tpq4ynm4ak9.pdf?sequence=1,¿ Qué pueden enseñarnos las ciencias de la complejidad sobre política y democracia?
"S Alles Torrent,, ,G del Rio Riande,… , Publicaciones de la …, 2020 , sedici.unlp.edu.ar",2,2020,https://sedici.unlp.edu.ar/bitstream/handle/10915/139691/Documento_completo.pdf?sequence=4,Narrativas digitales de la COVID-19 en Twitter: de los datos a la interpretación
"L Prignano,, ,S Lozano, , … y nuevas formas de investigación en el …, 2020 , pressbooks.pub",2,2020,https://pressbooks.pub/terraincognita/chapter/prignano-l-lozano-s-interacciones-que-dejan-huella-hacia-una-ciencia-de-redes-de-los-objetos-que-quedaron/,Hacia una ciencia de redes de los objetos que quedaron: una aproximación transdisciplinaria
"S Wise , 1970 , cf6,www.ifla.org",2,1970,https://cf6-www.ifla.org/files/assets/services-for-parliaments/newsletters/iflaparl_newsletter_2018_2_july_spanish.pdf,Mensaje de la presidencia
"S Xaudiera, , Quaderns del CAC, 2022 , dialnet.unirioja.es",0,2022,https://dialnet.unirioja.es/descarga/articulo/8634547/2.pdf,La gestió de la infodèmia a Catalunya durant el primer any de la pandèmia de la Covid-19
"R Magallón,Rosa,… , JANUS. NET e,journal of …, 2021 , repositorio.ual.pt",6,2021,https://repositorio.ual.pt/bitstream/11144/5148/6/PT-dossie%20tematico%20RI%20e%20redes%20sociais_Julho2021_art10.pdf,Information verification during Covid-19. Comparative analysis in Southern European countries
"PO Miura,, LS de la Plata Cury… , methaodos. revista de …, 2015 , methaodos.org",0,2015,https://www.methaodos.org/revista-methaodos/index.php/methaodos/article/view/91,Adolescentes embarazadas víctimas de violencia intrafamiliar en Brasil: consecuencias psicológicas y sociales
"R Cúnsulo Gómez, M Fantoni, JP Lucero , … Av. Valparaíso s/n. CP: 5000 … , revistas.unc.edu.ar",0,5000,https://revistas.unc.edu.ar/index.php/disputas/issue/download/2546/625#page=94,La política habitacional para personas con discapacidad
"R Baltar,, CS Baltar , Simbiótica. Revista Eletrônica, 2021 , periodicos.ufes.br",1,2021,https://periodicos.ufes.br/simbiotica/article/download/37345/24616,Reflexões sobre os percursos metodológicos em ciência social computacional
"G Velez Cuartas,, ,D Restrepo,… , Available at SSRN …, 2019 , papers.ssrn.com",0,2019,,Métricas de Vinculación Universidad-Entorno: Universidad de Antioquia (Metrics for University Linkage with the Environment: Universidad De Antioquia)
"E Ortoll,, ,A Canals,, ,M Garcia,… , Revista Española de …, 2014 , redc.revistas.csic.es",0,2014,https://redc.revistas.csic.es/index.php/redc/article/download/872/1185/0,LA COLABORACIÓN CIENTÍFICA/SCIENTIFIC COLLABORATION
"F Seoane Pérez,, ,M Martínez Nicolás,… , Profesional de la …, 2020 , uvadoc.uva.es",7,2020,https://uvadoc.uva.es/bitstream/handle/10324/65851/EPI%202020%20Seoane_Martinez_Vicente.pdf?sequence=1&isAllowed=y,Fuga de talento en la investigación española sobre Comunicación: percepción de los investigadores españoles en el extranjero
"E Gualda, , rabida.uhu.es",0,Null,http://rabida.uhu.es/dspace/bitstream/handle/10272/21281/Gualda_2022_Simposio-UNMDP_COVID19_Negacionismo.pdf?sequence=2,"Antivacunas, antimascarillas, negacionismo y teorías de la conspiración en tiempos de COVID-19:# Madrid16a en Twitter como caso de estudio"
"G del Rio Riande,, ,S Alles Torrent,… , Publicaciones de la …, 2021 , aacademica.org",0,2021,https://www.aacademica.org/rodeleon/82.pdf,Narrativas digitales de la COVID-19 en Twitter: de los datos a la interpretación
"C Lucas Espinosa , 2021 , oa.upm.es",0,2021,https://oa.upm.es/68472/1/TFG_Jul21_De_Lucas_Espinosa_Cristina.pdf,"Tendencias de segregación urbana en Vallekas. Cómo parametrizarlas, predecirlas y evitarlas"
"A Aminahuel, ,ME Rodríguez, , 2023 , ri.conicet.gov.ar",0,2023,https://ri.conicet.gov.ar/bitstream/handle/11336/225981/CONICET_Digital_Nro.41dca960-e1dd-43d8-bdff-4e0b6f1cd8b4_B.pdf?sequence=2&isAllowed=y,Buscando la verdad perdida. Cómo estudiar la desinformación en la era digital: aportes teórico metodológicos
"AB Soriano , SCIO: Revista de Filosofía, 2022 , revistas.ucv.es",2,2022,https://revistas.ucv.es/scio/index.php/scio/article/download/1057/1099,Vigencia de la crítica de Heidegger a la cibernética
"L Cárcamo,Ulloa,, ,C Mellado,… , Profesional de …, 2022 , revista.profesionaldelainformacion …",3,2022,https://revista.profesionaldelainformacion.com/index.php/EPI/article/download/86941/63233,"Galileo, a data platform for viewing news on social networks"
"D Díaz,, CB Tovar , Artnodes: revista de arte, ciencia y tecnología, 2019 , dialnet.unirioja.es",4,2019,https://dialnet.unirioja.es/descarga/articulo/7382693.pdf,Artistic practices in the age of the datacene. Data Biography:: digital traces to biographically explore personal identity
"CMC Cadavid, , researchgate.net",0,Null,https://www.researchgate.net/profile/Carlos-Florez-Lopez/publication/364721068_CARLOS_A_FLOREZ_LOPEZ_CARLOS_MARIO_CORREA_CADAVID_MIRADAS_TRANSVERSALES/links/635837aa96e83c26eb52a36c/CARLOS-A-FLOREZ-LOPEZ-CARLOS-MARIO-CORREA-CADAVID-MIRADAS-TRANSVERSALES.pdf,MIRADAS TRANSVERSALES
"L Prignano,, M Gómez, ,I Pastó,, ,Á Arenas,, Y Moreno… , ifisc.uib,csic.es",0,Null,https://www.ifisc.uib-csic.es/users/maxi/UOM/Sociotecnicos/REF_Sociotecnicos.pdf,3B Scient
"M Acosta , Más poder local, 2022 , dialnet.unirioja.es",6,2022,https://dialnet.unirioja.es/descarga/articulo/8421852.pdf,"El debate presidencial en Argentina: Twitter, líderes de opinión y discusión polarizada"
"S Pinto, , 2020 , bibliotecadigital.exactas.uba.ar",0,2020,https://bibliotecadigital.exactas.uba.ar/download/tesis/tesis_n7067_Pinto.pdf,Análisis de la influencia de los medios de comunicación en la formación de opinión: de modelos basados en agentes a análisis de datos
"A Quian, , 2016 , e,archivo.uc3m.es",2,2016,https://e-archivo.uc3m.es/bitstream/handle/10016/23221/quian_impacto_tesis_2016.pdf,Impacto mediático y político del activismo hacker en la sociedad red. Estudio de caso: WikiLeaks
"DJ Foguelman, , 2023 , bibliotecadigital.exactas.uba.ar",0,2023,https://bibliotecadigital.exactas.uba.ar/download/tesis/tesis_n7250_Foguelman.pdf,Métodos formales para el modelado y simulación de sistemas complejos con propiedades emergentes
"U recomendación de Erick Espíritu , sociologiaenlaunjfsc.wordpress.com",0,Null,https://sociologiaenlaunjfsc.wordpress.com/2018/12/26/el-despojo-infinito-mexico-visto-a-traves-de-david-harvey-por-alejandro-de-coss/,"El despojo infinito: México visto a través de David Harvey, por Alejandro de Coss"
"V D'hers, AL Cervio , Digithum, 2019 , raco.cat",8,2019,https://www.raco.cat/index.php/Digithum/article/download/373029/466657,"Dolor social, conflictividad y pobreza: un abordaje desde las experiencias de inmigrantes limítrofes en la Ciudad de Buenos Aires"
"WA Orjuela Garzón, , 2020 , repository.upb.edu.co",0,2020,https://repository.upb.edu.co/bitstream/handle/20.500.11912/8158/An%C3%A1lisis%20de%20las%20din%C3%A1micas%20de%20interacci%C3%B3n%20entre%20agentes.pdf?sequence=1,Análisis de las dinámicas de interacción entre agentes en el proceso de transferencia de tecnologías
"N Garrido,Skurkowicz, , 2023 , openaccess.uoc.edu",0,2023,https://openaccess.uoc.edu/bitstream/10609/149359/1/garrido_cis_grafos.pdf,Modelos de Grafos Aleatorios Exponenciales (ERGMs): posibilidades de aplicación y ejemplos prácticos
"M Barbeta,Viñas , Revista Española de Sociología, 2023 , recyt.fecyt.es",3,2023,https://recyt.fecyt.es/index.php/res/article/download/95439/72779,La plataformización del consumo: algoritmos y desimbolización
"JE Miceli,, M Castro, ,DD Cordova, , AWARI, 2020 , awari.pro,metrics.org",1,2020,https://awari.pro-metrics.org/index.php/a/article/download/30/28,When links build networks: brief history about the Antropocaos Group
"FMM Loayza Castañeda, EY Rubio Rodríguez , repositorioacademico.upc.edu.pe",0,Null,https://repositorioacademico.upc.edu.pe/bitstream/handle/10757/659516/Loayza_CF.pdf?sequence=3,Habilidades del equipo de ciencia de datos en la empresa moderna
"H Fernando, ,M Suárez,Tamayo,, ,J Calle, , scholar.archive.org",0,Null,https://scholar.archive.org/work/izojm5exsre5poc2cbklcxwptu/access/wayback/http://www.memoria.fahce.unlp.edu.ar/art_revistas/pr.9932/pr.9932.pdf,Hacia un modelo de medición de la ciencia desde el Sur Global: métricas responsables
"A Castro,, MI Merino , repositorio.pucp.edu.pe",0,Null,https://repositorio.pucp.edu.pe/index/bitstream/handle/123456789/133823/LibroResumenes_Congreso_IEI%202018.pdf?sequence=1,Segundo Congreso Latinoamericano de Investigación y Educación Superior Interdisciplinaria: libro de resúmenes
"E de Titto,, A Savino , researchgate.net",0,Null,https://www.researchgate.net/profile/Ernesto-De-Titto/publication/374165827_Inteligencia_artificial_y_ambiente/links/6511c1a52c6cfe2cc20ff090/Inteligencia-artificial-y-ambiente.pdf,Desafío e impacto en el medio ambiente
"JC Sánchez, C Torrijos , 2023 , books.google.com",0,2023,,"La primavera de la inteligencia artificial: Imaginación, creatividad y lenguaje en una nueva era tecnológica"
"AM Osorio,López, ,A Uribe,Tirado,… , Palabra Clave (La …, 2019 , redalyc.org",1,2019,https://www.redalyc.org/journal/3505/350560860007/350560860007.pdf,Situación del acceso abierto en las universidades. Caso y modelo de análisis Universidad de Antioquia
"L Rovelli,, AL González , … abiertas y sistemas de evaluación en …, 2023 , clacso.org",1,2023,https://www.clacso.org/wp-content/uploads/2023/11/DTFC91.pdf#page=6,1. Lineamientos para la Ciencia Abierta e incentivos desde la evaluación de la investigación en Iberoamérica
"E Aguado,López,, ,A Becerril,García,, ,A Macedo,García,… , 2023 , zaloamati.azc.uam.mx",2,2023,http://zaloamati.azc.uam.mx/bitstream/handle/11191/9975/Metodologia-evaluacion_de_la_ciencia_en_acceso_abierto_digital_diamante.pdf?sequence=1,Metodología para la evaluación de la ciencia en acceso abierto digital diamante
"N Aruguete, , 2021 , ri.conicet.gov.ar",3,2021,https://ri.conicet.gov.ar/bitstream/handle/11336/157936/CONICET_Digital_Nro.686b8d0c-9b94-4281-86b6-e0f5b89b7514_B.pdf?sequence=5,Activación de encuadres mediáticos en redes sociales
"U mirada a la Educación Ubicua , sociologiaenlaunjfsc.wordpress.com",0,Null,https://sociologiaenlaunjfsc.wordpress.com/2020/07/02/una-mirada-a-la-educacion-ubicua-por-carmen-baez-y-eduardo-clunie/,Una mirada a la Educación Ubicua. Por Carmén Baez y Eduardo Clunie
"AL Cervio , 2019 , ri.conicet.gov.ar",0,2019,https://ri.conicet.gov.ar/bitstream/handle/11336/117314/CONICET_Digital_Nro.c2028dab-1b80-42d5-8f46-1c9431c16fd2_A.pdf?sequence=2&isAllowed=y,"Dolor social, conflictividad y pobreza: un abordaje desde las experiencias de inmigrantes limítrofes en la Ciudad de Buenos Aires"
"BJC Robayo,, MFS Torres, JDR Sánchez , Inspirar Crear , repository.udem.edu.co",0,Null,https://repository.udem.edu.co/bitstream/handle/11407/8226/Inspirar_para_crear.pdf?sequence=1&isAllowed=y#page=187,Mediaciones digitales como modelos de instrumentalización social y su posible emancipación
"EGB Monsalve , 2021 , books.google.com",4,2021,,Análisis de redes sociales: Conceptos y técnicas para la investigación social
"MB Viñas , RES. Revista Española de Sociología, 2023 , dialnet.unirioja.es",0,2023,https://dialnet.unirioja.es/descarga/articulo/8944619.pdf,La plataformización del consumo: algoritmos y desimbolización
"L Cárcamo,Ulloa,, ,C Mellado,… , Profesional de la …, 2022 , academia.edu",0,2022,https://www.academia.edu/download/96955859/310512_Carcamo_Mellado_Blana_Saez_Castellano.pdf,"Galileo, una plataforma de datos para leer noticias en redes sociales"
"PE Calvo, ,T Ventura, , voces, 2022 , vocesenelfenix.economicas.uba.ar",0,2022,https://vocesenelfenix.economicas.uba.ar/percepcion-subjetiva-de-riesgo-e-identidades-politicas-en-brasil/,Percepción subjetiva de riesgo e identidades políticas en Brasil
"G Gónzalez,, ,G Kessler,, ,MV Murillo, , … de estudios de género de El …, 2024 , scielo.org.mx",0,2024,https://www.scielo.org.mx/pdf/riegcm/v10/2395-9185-riegcm-10-e1015.pdf,Gender Gaps in the Social Sciences: An Analysis of Citations and Scientific Topics in Argentina
"N Uribe Monsalve , 2023 , bibliotecadigital.udea.edu.co",0,2023,https://bibliotecadigital.udea.edu.co/bitstream/10495/37711/1/UribeNatalia_2023_AnalisisNarrativasMaestros.pdf,Maestro: compositor de saberes pedagógicos. Un análisis de narrativas a partir del Procesamiento del Lenguaje Natural
"CI ESPINOSA , core.ac.uk",0,Null,https://core.ac.uk/download/pdf/326606710.pdf,CAPíTULO 1. EL TRATAMIENTO DE
"C Pallares,, ,G Velez Cuartas,… , Revista española de …, 2022 , papers.ssrn.com",4,2022,http://eprints.rclis.org/44198/1/TiradoUribe_2022_AccesoAbiertoPagosAPC.pdf,Situación del acceso abierto y los pagos por APC en Colombia. Un modelo de análisis aplicable a Latinoamérica (Situation of Open Access and APC Payments in …
"P Ramirez,, D Samoilovich , … //forocilac. org/wp …, 2021 , repositorioinstitucional.buap.mx",10,2021,https://repositorioinstitucional.buap.mx/bitstreams/dd016cac-48fb-4186-aa67-7992f28b8ee4/download,Ciencia abierta en América Latina
"AEH Gómez, AMM Castellanos, ,CE Maldonado,… , researchgate.net",0,Null,https://www.researchgate.net/profile/Carlos-Maldonado-13/publication/369766336_Complejo_es_muy_diferente_a_sistemico/links/642c2a93ad9b6d17dc354008/Complejo-es-muy-diferente-a-sistemico.pdf,贖 凹戰器
"F Funes, I Álvarez,Hamelin… , Simposio Argentino de …, 2022 , sedici.unlp.edu.ar",0,2022,https://sedici.unlp.edu.ar/bitstream/handle/10915/151589/Documento_completo.pdf?sequence=1,Geolocalización de usuarios en Twitter utilizando redes convolucionales de grafos
"G Valerio,Ureña,, D Herrera,Murillo… , … Revista hispana para …, 2024 , revistes.uab.cat",0,2024,https://revistes.uab.cat/redes/article/download/v35-n1-valerio-urena-et-al/1035-pdf-es,Dinámica de las comunicaciones de las instituciones sanitarias latinoamericanas en X ante la pandemia de la COVID-19
"K Sherren,, Y Chen, M Mohammadi, Q Zhao… , Current …, 2024 , journals.sagepub.com",2,2024,https://journals.sagepub.com/doi/pdf/10.1177/00113921231203179,Social media and social impact assessment: Evolving methods in a shifting context
"I Siles González,, J Espinoza Rojas… , kerwa.ucr.ac.cr",0,Null,https://www.kerwa.ucr.ac.cr:8443/bitstream/handle/10669/76640/7964-45908-1-PB.pdf?sequence=1&isAllowed=y,La investigación sobre tecnología de la comunicación en América Latina: un análisis crítico de la literatura (2005-2015)
"IM Arana Glave de Rojas, JEL Bossio Montes De Oca , 2021 , lareferencia.info",0,2021,,ISC Marcas de Alto Impacto: El Viaje Creativo-AO06-202102
"F Gülzau, , European Policy Analysis, 2020 , Wiley Online Library",12,2020,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/epa2.1072,"A paradigm shift in German family policy: Applying a topic model to map reform and public discourse, 1990–2016"
"G Vélez, ,D Restrepo,, ,A Uribe,Tirado,, ,G Gutiérrez,… , 2020 , eprints.rclis.org",4,2020,http://eprints.rclis.org/40494/1/Consortia_2020_Informe_Final.%20COLAV-UdeA.pdf,Identificación de pagos de APC por parte de las instituciones de educación superior (IES) colombianas. Énfasis en las pertenecientes al Consorcio Colombia
"J Saldarriaga,, ,J Aguirre, , 2014 , books.google.com",7,2014,https://www.academia.edu/download/88073656/335054238.pdf,Sistemas de innovación como sistemas complejos
"JEL Bossio Montes De Oca , 2021 , lareferencia.info",0,2021,,ISC AI Foundations For Everyone-AO21-202102
"S Díaz,de la Fuente,, ,V Ahedo,, ,J Caro,… , Terra Incognita: Libro …, 2020 , pressbooks.pub",3,2020,https://pressbooks.pub/terraincognita/chapter/diaz-de-la-fuente-s-ahedo-v-caro-j-pereda-m-santos-j-i-galan-j-m-analisis-de-la-multidisciplinariedad-de-la-investigacion-en-espana-mediante-la-red-de-proyectos-de/,Análisis de la multidisciplinariedad de la investigación en España mediante la red de proyectos de I+ D+ I coordinados
"Y EL CAMPO SOCIAL , englishatuniversity.com",0,Null,"http://www.englishatuniversity.com/files/Tecnologia,-Sociedad-y-Educacion.pdf","TECNOLOGÍA, SOCIEDAD Y EDUCACIÓN"
"J Fernández Sánchez, , 2020 , openaccess.uoc.edu",0,2020,https://openaccess.uoc.edu/bitstream/10609/119269/6/jfernandezsanchez012TFM0620memoria.pdf,Estudio de los factores que condicionan el uso e interacción de la ciudadanía con las administraciones públicas españolas en la red social Twitter
"LN William Enrique , repositorio.unal.edu.co",0,Null,https://repositorio.unal.edu.co/bitstream/handle/unal/75840/TESIS%20MAESTRIA%20WILLIAM%20LE%C3%93N%20VERSI%C3%93N%20FINAL%2011122019.pdf?sequence=1,Conceptualización y desarrollo de un modelo administrativo basado en la teoría de la complejidad para la renovación vehicular
"KT Soares , Simbiótica. Revista Eletrônica, 2021 , periodicos.ufes.br",0,2021,https://periodicos.ufes.br/simbiotica/article/download/37346/24617,Ciência de Dados Sociais: uma visão sociológica das Humanidades Digitais
"N Aruguete,, ,E Calvo, , 2022 , ri.conicet.gov.ar",1,2022,https://ri.conicet.gov.ar/bitstream/handle/11336/202689/CONICET_Digital_Nro.13059938-bc9a-4134-b9c6-762cbf3efcb1_B.pdf?sequence=2&isAllowed=y,La sustentabilidad del fact checking en tiempos de polarización: Estudio de caso de Argentina durante la pandemia
"EM Frugone , 2023 , repositorio.udesa.edu.ar",0,2023,"https://repositorio.udesa.edu.ar/jspui/bitstream/10908/23509/1/%5BP%5D%5BW%5D%20%20M.%20Ges.%20Frugone,%20Ezequiel%20Mar%C3%ADa.pdf",Adopción de inteligencia artificial y machine learning como asistente en el diagnóstico por imágenes médicas
"JA Del Río Monges , 2022 , bibliodigitalibd.senado.gob.mx",1,2022,http://bibliodigitalibd.senado.gob.mx/bitstream/handle/123456789/5598/NE%20Por%20qu%C3%A9%20ser%C3%ADa%20relevante%20evaluar%20una%20posible%20reconfiguraci%C3%B3n.f.pdf?sequence=1,¿ Por qué sería relevante evaluar una posible reconfiguración de la dinámica institucional de México asociada al impulso del desarrollo?
"N Nocetti , 2019 , repositorio.udesa.edu.ar",7,2019,https://repositorio.udesa.edu.ar/jspui/bitstream/10908/16749/1/%5BP%5D%5BW%5D%20T.%20M.%20Ges.%20Nocetti%2C%20Natalia.pdf,"Promesas de la Inteligencia Artificial y el Aprendizaje Automático para la Banca Tradicional Privada: un análisis de oportunidades, aplicaciones, barreras y riesgos"
"A Piscitelli, ,J Alonso, , 2020 , books.google.com",7,2020,,Innovación y barbarie: Seis verbos para tomar el co (mando)
"ML Eschenhagen,, ,G Vélez,Cuartas,, ,C Maldonado,… , 2018 , books.google.com",9,2018,https://www.academia.edu/download/66084578/capitulo_Cartografias_y_diversidad_epistemica._Montoya._2018.pdf,Construcción de problemas de investigación: diálogos entre el interior y el exterior
"L Huber , 2023 , books.google.com",0,2023,,Democracia 2.0: El poder político en la era digital
"A Martín,Cabello, , 2021 , … .consejodecomunicacion.gob.ec",0,2021,https://repositorio.consejodecomunicacion.gob.ec/bitstream/CONSEJO_REP/5873/1/Las%20audiencias.pdf,La audiencia de los espectáculos y programas taurinos en televisión (2000-2020)
"A Ballesteros, , revistas.ucv.es",0,Null,https://revistas.ucv.es/scio/index.php/scio/article/download/1057/1100?inline=1,VIGENCIA DE LA NOCIÓN DE CIBERNÉTICA EN MARTIN HEIDEGGER VALIDITY OF HEIDEGGER'S NOTION OF CYBERNETICS
"G González,, ,G Kessler,, ,MV Murillo, , Revista mexicana de sociología, 2024 , scielo.org.mx",0,2024,https://www.scielo.org.mx/pdf/rms/v86n1/2594-0651-rms-86-01-9.pdf,Academic fields beyond the center-periphery dichotomy
"AL Robles, , Virtualis, 2022 , revistavirtualis.mx",1,2022,https://www.revistavirtualis.mx/index.php/virtualis/article/download/400/531,Plataformización: algoritmos y datificación en la conversación virtual en Twitter
"FA Manzano, D Avalos , revistas.unlp.edu.ar",0,Null,https://revistas.unlp.edu.ar/CADM/article/download/13228/13913/58532,ARTÍCULO CIENTÍFICO
"J Romaña Palacios , 2023 , bibliotecadigital.udea.edu.co",0,2023,https://bibliotecadigital.udea.edu.co/dspace/bitstream/10495/37676/6/Roma%C3%B1aJhoswar_2023_AnalisisCienciaAbierta.pdf,"Análisis de sitios web de las instituciones de educación superior colombianas, desde el manejo y tratamiento de la ciencia abierta y nuevas propuestas de …"
"D Zurro,, ,JM Galán,, ,M Álvarez,, ,J Caro,… , Terra Incognita: Libro …, 2020 , pressbooks.pub",0,2020,https://pressbooks.pub/terraincognita/chapter/zurro-d-galan-j-m-alvarez-m-caro-j-pereda-m-ahedo-v-briz-i-godino-i-santos-j-i-centro-etc-social-cooperation-and-conflict-in-late-hunter-gatherer-societies-of-tierra-del/,Conflicto y cooperación social en sociedades cazadoras-recolectoras tardías en Tierra de Fuego (Argentina)
"F Gülzau, , 2019 , researchgate.net",0,2019,https://www.researchgate.net/profile/Fabian-Guelzau/publication/336364409_A_paradigm_shift_in_German_family_policy_Applying_a_topic_model_to_map_reform_and_public_discourse_1990-2016/links/5d9dcc25a6fdcc04fac41230/A-paradigm-shift-in-German-family-policy-Applying-a-topic-model-to-map-reform-and-public-discourse-1990-2016.pdf,A paradigm shift in German family policy: Applying a topic model to map reform and public discourse
"YT Ramos Gil, , 2021 , minerva.usc.es",0,2021,https://minerva.usc.es/xmlui/bitstream/handle/10347/27251/rep_2547.pdf?sequence=1,Los modelos de negocio digitales de los periódicos de referencia de los países de la comunidad andina
"D Berliner,, ,B Palmer,Rubin,, JET Reyes, ,B Bagozzi,… , 2022 , osf.io",3,2022,https://osf.io/nbqus/download,Big data y acceso a la información en México
"C Rosas , 2019 , infotec.repositorioinstitucional.mx",1,2019,https://infotec.repositorioinstitucional.mx/jspui/bitstream/1027/462/1/INFOTEC_MDTIC_MICR_07122020.pdf,Protección de datos personales a través de herramientas de procesamiento automatizado de datos: desafíos y recomendaciones.[Propuesta De Intervención para …
"S Díaz,de la Fuente,, ,V Ahedo,, D Zurro… , Terra Incognita: Libro …, 2020 , pressbooks.pub",0,2020,https://pressbooks.pub/terraincognita/chapter/multidisciplinariedad-interdisciplinariedad-transdisciplinariedad/,"Multidisciplinariedad, interdisciplinariedad, transdisciplinariedad"
"G Becerra,, JPLA UNQui , … .sociales.uba.ar",0,Null,http://jornadasdesociologia2021.sociales.uba.ar/wp-content/uploads/ponencias2021/2092_282.pdf,Topic modeling (modelado de tópicos) y los desafíos de la investigación cualitativa
"AS Pulla Mendieta , 2020 , repositorio.espe.edu.ec",0,2020,https://repositorio.espe.edu.ec/bitstream/21000/22501/1/T-ESPE-043844.pdf,Análisis de proyección de ingresos económicos de buques tanqueros mediante el uso de análisis de datos en una compañía naviera
"JCP Sánchez , Revista humanidades, 2024 , scielo.sa.cr",0,2024,https://www.scielo.sa.cr/pdf/rh/v14n1/2215-3934-rh-14-01-00175.pdf,"El territorio posmoderno: un acercamiento normativo a los procesos de producción, organización y orientación del espacio"
"JC Puentes, , Revista Humanidades: Revista de la Escuela de …, 2024 , dialnet.unirioja.es",0,2024,https://dialnet.unirioja.es/descarga/articulo/9261382.pdf,"El territorio posmoderno: un acercamiento normativo a los procesos de producción, organización y orientación del espacio"
"GV Cuartas, , researchgate.net",0,Null,https://www.researchgate.net/profile/Gabriel-Velez-Cuartas/publication/351009677_Notas_para_una_teoria_primitiva_del_sentido/links/607f2c17881fa114b41688e4/Notas-para-una-teoria-primitiva-del-sentido.pdf,Notas para una teoría primitiva del sentido.
"SAP MOLINA , repository.urosario.edu.co",0,Null,https://repository.urosario.edu.co/server/api/core/bitstreams/520e38f0-22d3-48f9-b4b0-4426c509b5c2/content,HACIA UN MODELO BIOINSPIRADO DEL PROCESO INNOVADOR PARA LOS ECOSISTEMAS DE EMPRENDIMIENTO: UNA APROXIMACIÓN DESDE LAS …
"CA de Ciencia Abierta , 2022 , eprints.rclis.org",0,2022,http://eprints.rclis.org/44289/1/documento_final_comite_cayc_-_dic_22.pdf,Diagnóstico y lineamientos para una política de ciencia abierta en Argentina.
"M Feole, JM Dias, M Kunst, Z Carrizo, GG Lavalle , 2023 , fund.ar",0,2023,https://fund.ar/wp-content/uploads/2023/11/Fundar_Guia-practica-para-el-desarrollo-etico-de-sistemas-basados-en-IA_CC-BY-NC-ND-4.0-1.pdf,Guía práctica para el desarrollo ético de sistemas basados en IA
"M Díaz,Andreu,, ,M Portillo, , … y nuevas formas de investigación en el …, 2020 , pressbooks.pub",1,2020,https://pressbooks.pub/terraincognita/chapter/la-interdisciplinariedad-en-la-arqueologia-espanola/,La interdisciplinariedad en la Arqueología española
"MAJ VAZQUEZ, , 2023 , ru.dgb.unam.mx",0,2023,https://ru.dgb.unam.mx/bitstream/20.500.14330/TES01000841337/3/0841337.pdf,FACULTAD DE ECONOMIA
"A Capdevila Gómez,, ,A Casero Ripollés,, E Cozzo… , 2023 , repositori.upf.edu",0,2023,https://repositori.upf.edu/bitstream/handle/10230/56450/Guerrero_cr_popu.pdf?sequence=1&isAllowed=y,Populismo de extrema derecha y redes sociales:¿ el futuro de la democracia en juego?
"M Milia, , Publicación digital, 2019 , flacso.repositorioinstitucional.mx",3,2019,https://flacso.repositorioinstitucional.mx/jspui/bitstream/1026/220/1/Milia_MF.pdf,La energía como horizonte. Un estudio de la evolución de un dominio global de investigación en Energías Renovables y sus especificidades en México y Argentina …
